circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
ghz_indep_qiskit_5,5,35,30,5,26,3,1.3,3,12.0,20.0,1.6666666666666667,0.0033299922943115234,0.00036787986755371094,TIMED-QUBIT-LEVEL,243,True,"[3, 2, 0]","[3, 3, 1]","[5, 0, 0]","[3, 2, 0]"
realamprandom_indep_qiskit_5,5,210,205,5,175,3,1.0,2,243.0,160.0,0.6584362139917695,0.007944822311401367,0.004280805587768555,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
realamprandom_indep_qiskit_5,5,210,205,5,175,3,1.1,2,243.0,160.0,0.6584362139917695,0.008898019790649414,0.004394054412841797,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
realamprandom_indep_qiskit_5,5,210,205,5,175,3,1.2,2,243.0,160.0,0.6584362139917695,0.008527278900146484,0.004211902618408203,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
realamprandom_indep_qiskit_5,5,210,205,5,175,3,1.3,3,182.0,200.0,1.098901098901099,0.01857900619506836,0.003962039947509766,TIMED-QUBIT-LEVEL,243,True,"[3, 2, 0]","[3, 3, 3]","[5, 0, 0]","[3, 2, 0]"
graphstate_indep_qiskit_5,5,45,40,5,35,3,1.0,2,33.0,30.0,0.9090909090909091,0.002172231674194336,0.0004019737243652344,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 0, 2]"
graphstate_indep_qiskit_5,5,45,40,5,35,3,1.1,2,33.0,30.0,0.9090909090909091,0.0020418167114257812,0.0003581047058105469,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 0, 2]"
graphstate_indep_qiskit_5,5,45,40,5,35,3,1.2,2,33.0,30.0,0.9090909090909091,0.002003192901611328,0.0003609657287597656,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 0, 2]"
graphstate_indep_qiskit_5,5,45,40,5,35,3,1.3,3,22.0,30.0,1.3636363636363635,0.00427699089050293,0.00048160552978515625,TIMED-QUBIT-LEVEL,243,True,"[3, 2, 0]","[3, 3, 2]","[5, 0, 0]","[1, 3, 1]"
graphstate_indep_qiskit_4,4,36,32,4,28,3,1.0,2,22.0,40.0,1.8181818181818181,0.0009789466857910156,0.00027871131896972656,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[1, 1, 2]"
graphstate_indep_qiskit_4,4,36,32,4,28,3,1.1,2,22.0,40.0,1.8181818181818181,0.0009641647338867188,0.00026607513427734375,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[1, 1, 2]"
graphstate_indep_qiskit_4,4,36,32,4,28,3,1.2,2,22.0,40.0,1.8181818181818181,0.0009541511535644531,0.0002739429473876953,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[1, 1, 2]"
graphstate_indep_qiskit_4,4,36,32,4,28,3,1.3,2,22.0,40.0,1.8181818181818181,0.0009367465972900391,0.0002739429473876953,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[1, 1, 2]"
dj_indep_qiskit_3,3,22,20,2,17,3,1.0,1,21.0,20.0,0.9523809523809523,0.00015211105346679688,0.00015115737915039062,TIMED-QUBIT-LEVEL,27,True,"[1, 1, 1]","[1, 1, 1]","[2, 0, 0]","[1, 1, 0]"
dj_indep_qiskit_3,3,22,20,2,17,3,1.1,2,11.0,20.0,1.8181818181818181,0.00032782554626464844,0.00017786026000976562,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 1]","[2, 0, 0]","[1, 1, 0]"
dj_indep_qiskit_3,3,22,20,2,17,3,1.2,2,11.0,20.0,1.8181818181818181,0.0003151893615722656,0.0001678466796875,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 1]","[2, 0, 0]","[1, 1, 0]"
dj_indep_qiskit_3,3,22,20,2,17,3,1.3,2,11.0,20.0,1.8181818181818181,0.0004200935363769531,0.00025200843811035156,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 1]","[2, 0, 0]","[1, 1, 0]"
realamprandom_indep_qiskit_4,4,132,128,4,110,3,1.0,2,122.0,160.0,1.3114754098360655,0.0031011104583740234,0.001878976821899414,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
